username,tweet
@jessietorr," yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??"
@jessmelkum, Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie
@jewtanski," When you has a frownie, eats a brownie"
@jezzzz_, &#8220;@Ginga_Snaps13
@jfkirtley, Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12
@jgalt666," Don't let a crisis go to waste.Dems Exploiting Ebola to trash Repubs opposed to Obama&#8217;s choice for Surgeon Gen, http"
@jillxoxo12, anxiety is such a cunt
@jimjefferies, I'm never watching brave heart again! You cunts don't want freedom
@jimjefferies," When People write a review of my comedy that starts with ""I'm not easily offended, but this was just not funny"" that cunt&#8230;"
@jimmerfredette, I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;
@jjauthor, US ghettos-driven by lib ideology;forged by unions&amp;bankrupted by self-serving Ds catering 2parasites! #tcot http
@jjauthor, US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http
@jjauthor, US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http
@jm_wags, Well I play flappy bird now and I don't know why
@joerogan," Dear everyone using ""natural"" deodorant, it's not working, you stinky bitch."
@jogonzalez_23, &#8220;@shinglewarf
@john_nesby, &#128514;&#128514;&#128514; I know who Chubb talkin bout lmao definitely not my hoe
@johntherealman, &#8220;@gingerash2013
@johntherealman, So I see no ones participating in the twitter purge #pussies #ihopeitssuposetobetonight
@joiiiie_," your still on the side hoe , stfu"
@joselopez222, Aurora is more ghetto then the bellos &#128514;&#128557;
@josephdburns34, Damn girl u is a straight hoe!&#128514;&#128514;&#128514;
@josepheach, D-emand
@joshhandsomee87, Well I felt sorry for her before but that was stupid. Still though @edgarguillenjr is a bitch who wont try that wit ...
@joshuaxallen_, #tbt Halloween 2011 a spoopy hoe and her pimp daddy http
@joytooawesome, @gorgeouss_kee @vintage_monroe_ bitch nooooo ! Kim been mine you dreaming
@joytooawesome, @im_jessicaaaaa @vintage_monroe_ bitch no I'm talking to her !
@jpayneancap, @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;
@jrsalzman," Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?"
@juanadog," Dallying is for bitches, bro. I dilly, exclusively."
@judiebaby_, @Vnxthny ATTENTION !!! Keshonna Alexander had the best pussy in the world. Taste good asf&#128523;&#128523;&#128525;&#128536;&#128079;&#128588;&#128514;&#128514;&#128514;&#128553;&#128540;&#128523;&#128523;&#128525;&#128525;
@juiceman829, @herk87 @RealMichaelKay how much does your wife wet pussy want another dick. #BIG HEAD
@juicygenie, @thotpockets fat bitches that think they cute
@juicygenie, Sheryl crow be my mom
@julia_rodd, When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;
@juliebenz, I drink unicorn tears... RT @thecarnage07
@junnDem," If a woman cares about you she'll get mad over little things. If you can't handle that, you deserve a hoe."
@jusabadgirl_, Nothing I hate more than a SNEAKY bitch
@jusangel_," Bae will always be bae . Even when bae is not bae, that's still bae . Therefore , you hoes can move around please &#9996;&#65039;"
@justicechrist," @ChillAssTweets_ @SimplySoulful when you sitting next ya girl and ya side bitch text you ""hey babe """
@justjomartinez, @Vidal_Lucia you've been doing too much math homework hoe &#128514;&#128514;
@justjor_, 0 energy for these hoes
@k_ree2, &#8220;@Trentdamanz
@kaaatt0, I'm snatching all your bitches at my leisuuuure
@kaegann," If you ""hate people so much"" then go morph into a Chihuahua since you want to be a little, whiny bitch so badly."
@kaitlyn_lardi," ""@17Seniors"
@kamaalrkhan, Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;
@kanYeBreast, seeee RT @phontigallo
@karen_gonski, i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;
@karessaNV_M," If I was a bird, you would be the 1st person I&#8217;d shit on."
@karlos_budah, @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST
@karlos_budah," Free the squaddd @1stBlocJeremiah, @RealNiggaSherm We in this bitch Solid FIRST BLOCK FREEE US"
@karlos_budah, Give me head &amp; kiss yo nigga you a ill bitch
@karlos_budah, Gone kill me bitch nigga don't be a girl about &#128076;
@karlos_budah, I kno this bitch a thot she wanna meet my momma now
@kaseymizell, we may or may not be trash at taking pictures together http
@kathyislovely," 'che wigga! RT ""@wigga32"
@katmurda," I am so nice , but I'm such a bitch .. hard 2 explain"
@kcarmouche," How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!"
@keeLivinLavish," These bitches wanna fuck me, cuz dat molly got dem high&#128517;&#128138; http"
@keep_ita_hunnit," Ya bitches got boddies but act like they dont count cause ya ""loved"" each other lmaoo"
@keithscho, Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
@kekelovingmytwo," ""@1stBlocJeremiah"
@kellconnolly, Guys say &#8220;don&#8217;t wear leggings if you don&#8217;t got no ass&#8221; &amp;I see you pussies walking around in muscle shirts without any mus&#8230;
@kelseyreneee_, Bet you won't @ em' doe &#8220;@Jakelewis44_
@kendra_kay25," @WhiteyPants11 you're a fag for using that emoji. Anyways, you are one of my best friends &amp; there is never a dull moment &#8230;"
@kendramarie91, &#8220;@vngelinaa_
@kenohtoopretty_," i don't want no thot , a thot is a girl that can't get no&#10084;&#65039;from me, hanging with the other little hoes, wearing her be&#8230;"
@kep0ne, @quanb24 you bitch ass nigga
@kep0ne, I'm pretty sure @Krislisisms just called that dude a faggot
@kevantee_, hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? &#128514;&#128514;&#128514; want a cookie?
@kevinkoski," If Jeremy Lin dunked on Lebron in a Yankees cap, and then celebrated by Tebowing in front of Brett Favre, would ESPN exp ..."
@kevnasto, I would rather fuck a fat chick than allow a nigger into my house.
@kg4hunnid, Bruh you trash take yo ass back to college @GenoSmith7
@khadijzah, People be like from bae to who are you real quick I be like bitch don't play with me I'll cut you
@khadijzah, Someone will love your bitch ass it won't be me but someone will love you
@khernns, All of a sudden all these bitches like soccer today lol
@khloekardashian, Basic bitches NOT wanted
@khloewithoutheC, @TypicalMinions
@khulekile_32220, The karma of fucking over a good girl is the bitch you end up with
@kialloyd22," ""Okay I'm Kia and my middle name's faggot."" -Dylan"
@kiaspeaks," Yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;"
@kid_nipsey_400, bitch what you thought ? &#128514;
@kid_nipsey_400," bitch you not cute , you just photogenic &#128514;"
@kiddsmy_pyt, You have a new boyfriend every week.. Tf you doin hoe?
@kidnoble, Olivia a bird for believing this shit. #ScandalABC
@kiii_anna, I was wearing bucket hats before you basic bitches http
@killaaakam_," Who's gassin these hoes, BP? &#128564;"
@kimble_zyelon, when i see a pretty girl i be like YASSSS slay on these hoes &#128571;&#128525;&#128553;&#128514; http
@king_daddy001, That bitch got a red COOTCHEE rover and shit &#128514;&#128514;&#128514;&#128514;&#128514; @erykahminor_
@king_lazi, Karma is a bitch just make sure that bitch is beautiful.
@kingdomofwench," @graceishuman I've also seen a lot of that ""We're Democrats and we're for Charlie Baker!"" ad which makes me want to scr&#8230;"
@kingsleyyy, That look after you just put a bitch in their place http
@kingsleyyy, The SAME PEOPLE that be calling people hoes be the main ones sucking dick for a chalupa. Worry bout YOU.
@kishtwistemup, Life to short to be salty.. get u some pussy be happy
@kitcoskjones, im soooo over having a bitch it aint EVEN funny lbs....
@kitt, @shinypb not only you. and that pom stuff? totally porn.
@kizzmybutt," You had me at, ""I hate that bitch too"""
@kj_feliciano, @vivalamarley yea dem hoes crazy
@kohkohbxtchzz, Real bitches (like me) make sure you get some even when they not. Lol
@koleworld4, but i don't fck with broke bitches &#128524;
@koleworld4, every time i come out im never with newwww bitches
@koniikonn, &#8220;@_Weezy_Wee
@koolestbreeze, Thanks Charlie!! http
@kooleyCobain, You can't find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same.
@koreyona_unique, i hate messy females that live for mess... like go sit down somewhere . go get classy hoe &#128536;&#128564;&#128129;
@korsczurek," Got to hold a koala, take selfies with kangaroos, saw a bunch of bad ass birds of prey, and pet a fucking emu today... wtf &#8230;"
@kostaskarelis, Cincy fans talk trash about the city of #CLE and then root for the @Cavs like they belong. #stillCLE #CLEallday #GoBrowns
@kpips_forever, Nobody want no pussy 25 other niggas done had before
@kreptplaydirty," Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL"
@krisinizu," I'm telling you, shaved pussy is ugly."
@kristajayMFC," No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt."
@kristinhersh," my son, Wyatt"
@krystalschnutz, If I can eat some random bitches ass I can eat iggy's ass.. #randomthought #randomthot #shitiwouldneverdo
@ktthegod, I hate you dumb bitches that swear that to be happy you need to be a in a relationship. y'all honestly need to revaluate life
@kuczaaaK, I'm getting trash talked by a 8 year old #wtf
@kurngb, Fuck wrong w/ these bitches lately?
@kushed_420," ""It's a joke bitch, fix ya face"" &#128514;&#128514;&#128514;&#128557;&#128557; http"
@kvchef26," ""@xomaryjeanxo"
@kvi2xs, &#128514;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#8220;@ImNeverChillin
@kwagiheath," It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh"
@kxllcity_, why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch
@kxnggerald, unemployed niggas be having all the hoes &#128514;&#128546;
@kxngnandi, &#128175; I wish the bitch would . http
@kxngtae, niggas will cheat on a girl then stalk her and call her a hoe for moving on. talking bout she gave up too quick
@kxyIx," Females love stealing someone's boyfriend , that's not cute y'all hoes need some morals &amp; life goals"
@kyanne_smith, @rahshauna. You arent a bitch.
@kyle_park," ""You've got to have smelt a lot of manure before you can sing like a hillbilly."" #HankWilliams http"
@kylegotjokes, Me when your bitch favorites my tweets http
@kylerea03, When your at the pharmacist and they tell you your medicine will be ready in 15 mins.... Wtf bitch it's been 30... #stillwai&#8230;
@laceeybugg, @hedge_brandon you're such a queer &#58386;
@lachlan, So who wants to tell the Washington Post that Charlie Crist is a Democrat? http
@laken_heavner," I'm such a bitch, I'm hard to handle, I'm stubborn, and I have an attitude. Sorry to the people who put up with it &#128582;"
@laken_heavner," What I really want is some brownies from H&amp;R, iced latte, my boy, and a blanket w/ movies. That sounds prettttttty amazi&#8230;"
@lamLilDurk, Black girls hoes cause they fuck niggas for money revenge and dumb shit like that
@lamarXO," man these hoes so familiar, one minute on the team next minute they ain't with ya."
@lamessican, I love when bitches throw shade. Just confirms i'm doing something right &#128514;
@landraa__," ""@Food_BE_goodHUH"
@larryelder," Holder asks, ""What AG has had to deal with that kind of treatment?&#8221; Tell the whiny little bitch to call Alberto Gonzales an&#8230;"
@larryx2010," @Tip 4370 sunnyslope dr, memphis tenn 38141...come over and get fucked in the ass you lil skinny bitch, i love read skinny &#8230;"
@lategrllishaa_," ""@_reathie"
@laurenramirez16, @SatsuiYesHadou bitch nigga &#128520;
@lavishlolaaaaaa, Bitches be out here eating pussy more than niggas &#58385;&#58407;
@laydeesweets, Exactly!! &amp; i miss you bitch! @VivaLAJuicyy69
@league_mvp," If you feel gotta party every weekend for entertainment, ima just assume you embrace partaking in hoe-like activities"
@leandr321, I can't never keep no bitch cause I put them hoze out
@leandr321, I'm one of those faggots who hates the word mines
@leandr321, Lowkey have no hoes and my life is an L
@leechee420," I went to GNC today and the cashier had ""bitch, we don't sell chocolate cake here"" written all over her face when she looke&#8230;"
@leek_porter21, &#8220;@_1MDot
@legapsi06, I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;
@lesbolife, when some bitch flirts with bae http
@lesxo_, cant turn a hoe into a husband either
@leticiamvrie, Duh bitch
@letsargueboxing, @staycoolwheels screaming like a little bitch lmaooo
@letsquotecomedy, Trying so hard to resist the urge to smack a bitch http
@lexipost30, love birds.
@lexxxilove, I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.
@liIdurk__," Dese hoes be ugly af talking bout ""if I wanted yo boyfriend I could have him"" Bitch you look like a boyfriend &#128514;&#128514;"
@liIdurk__, U dont like me but ya bitch do!!!!!
@librarianknight, More queer lady Templars. That's my point.
@liddoprincess," Call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have bitches as ""friends"" these hoes ain'&#8230;"
